product,Question,Response,Sentiment Score,Response value,lemm
Low Drizzle,All Questions,"Not enough frosting, frosting is too hard and not soft, product is more of a cookie than a cinnamon roll.",-10.27,2,"['enough', 'frost', 'frost', 'hard', 'soft', 'product', 'cookie', 'cinnamon', 'roll']"
High Drizzle,All Questions,I would make the frosting softer and the cookie bigger.,0,3,"['would', 'make', 'frosting', 'soft', 'cookie', 'big']"
High Drizzle,All Questions,I would like if they were a bit smaller and taller.,36.12,4,"['would', 'like', 'bit', 'small', 'taller']"
Low Drizzle,All Questions,A little bigger and taller and a little less grit in the texture.,0,4,"['little', 'big', 'taller', 'little', 'less', 'grit', 'texture']"
Low Drizzle,All Questions,"Not so much cinnamon, make it a more doughy texture",0,2,"['much', 'cinnamon', 'make', 'doughy', 'texture']"
High Drizzle,All Questions,Less cinnnamon,0,2,"['less', 'cinnnamon']"
High Drizzle,All Questions,It seems a bit dry and the size is quite small ~ it would take a lot to feed my kids. I would make it moist and increase the size by even just a little.,31.82,4,"['seem', 'bit', 'dry', 'size', 'quite', 'small', 'would', 'take', 'lot', 'feed', 'kid', 'would', 'make', 'moist', 'increase', 'size', 'even', 'little']"
Low Drizzle,All Questions,More moist and slightly larger size,0,4,"['moist', 'slightly', 'large', 'size']"
Low Drizzle,All Questions,A little more frosting or the option to microwave a small packet of frosting and dip in it,0,5,"['little', 'frost', 'option', 'microwave', 'small', 'packet', 'frost', 'dip']"
High Drizzle,All Questions,"Little larger size, depending on how many came in a serving",0,5,"['little', 'large', 'size', 'depend', 'many', 'come', 'serve']"
High Drizzle,All Questions,Make it a little bigger.,0,5,"['make', 'little', 'big']"
Low Drizzle,All Questions,Balance the flavors more like the first. More frosting.,42.01,3,"['balance', 'flavor', 'like', 'first', 'frosting']"
Low Drizzle,All Questions,I would make it with a little more frosting.,0,2,"['would', 'make', 'little', 'frosting']"
High Drizzle,All Questions,Size is too small,0,4,"['size', 'small']"
High Drizzle,All Questions,Make product not so dense,0,3,"['make', 'product', 'dense']"
Low Drizzle,All Questions,A little bigger in size,0,3,"['little', 'big', 'size']"
Low Drizzle,All Questions,"The look, it looks like a cookie not a cinnamon roll.",36.12,3,"['look', 'look', 'like', 'cookie', 'cinnamon', 'roll']"
High Drizzle,All Questions,"Too chewy, too muck like a cookie than a bread roll.",36.12,3,"['chewy', 'muck', 'like', 'cookie', 'bread', 'roll']"
High Drizzle,All Questions,Less frosting. We bake cinnamon rolls and leave off the frosting.,-5.16,4,"['less', 'frost', 'bake', 'cinnamon', 'roll', 'leave', 'frost']"
Low Drizzle,All Questions,I liked the first one better if the first one had less frosting,69.08,4,"['like', 'first', 'one', 'good', 'first', 'one', 'less', 'frosting']"
Low Drizzle,All Questions,"Well, if you want it to be a cinnamon roll then it needs to come apart, this is just like one solid piece",67.05,2,"['well', 'want', 'cinnamon', 'roll', 'need', 'come', 'apart', 'like', 'one', 'solid', 'piece']"
High Drizzle,All Questions,"I would make it taller, less frosting, swirled",0,2,"['would', 'make', 'taller', 'less', 'frosting', 'swirl']"
High Drizzle,All Questions,Maybe could be heated up,0,3,"['maybe', 'could', 'heat']"
Low Drizzle,All Questions,More frosting,0,4,['frost']
Low Drizzle,All Questions,More flavor or chewiness,0,4,"['flavor', 'chewiness']"
High Drizzle,All Questions,Not soft enough should be served warm,22.63,3,"['soft', 'enough', 'serve', 'warm']"
High Drizzle,All Questions,"Its perfect, I would change nothing",57.19,5,"['it\x92s', 'perfect', 'would', 'change', 'nothing']"
Low Drizzle,All Questions,Add more frosting,0,4,"['add', 'frost']"
Low Drizzle,All Questions,The texture was not what I expected and not like any cinnamon roll Ive tasted.  It was chewy and more dense than I would like.,-49.73,3,"['texture', 'expect', 'like', 'cinnamon', 'roll', 'i\x92ve', 'taste', 'chewy', 'dense', 'would', 'like']"
High Drizzle,All Questions,The cinnamon roll was much too chewy.  The texture reminded me more of a cookie than a cinnamon roll.,0,4,"['cinnamon', 'roll', 'much', 'chewy', 'texture', 'remind', 'cookie', 'cinnamon', 'roll']"
High Drizzle,All Questions,Bad after taste/too small,-54.23,1,"['bad', 'tastetoo', 'small']"
Low Drizzle,All Questions,Bigger size and more frosting,0,2,"['big', 'size', 'frosting']"
Low Drizzle,All Questions,It was a little grainy.,0,1,"['little', 'grainy']"
High Drizzle,All Questions,A little bigger in size and a smidge less grit.,0,1,"['little', 'big', 'size', 'smidge', 'less', 'grit']"
High Drizzle,All Questions,It needs less cinnamon and a doughier texture. It is more like a cookie than a roll. The flavor was very off.,42.01,1,"['need', 'less', 'cinnamon', 'doughy', 'texture', 'like', 'cookie', 'roll', 'flavor']"
Low Drizzle,All Questions,It needs to be more doughy. It needs more natural flavoring.,42.01,1,"['need', 'doughy', 'need', 'natural', 'flavoring']"
Low Drizzle,All Questions,The texture was horrible it was extremely dry and was more the a biscuit type of cookie,-54.23,2,"['texture', 'horrible', 'extremely', 'dry', 'biscuit', 'type', 'cookie']"
High Drizzle,All Questions,The texture was way off it was not  soft like a real cinnamon roll and was like biscuit,-49.73,2,"['texture', 'way', 'soft', 'like', 'real', 'cinnamon', 'roll', 'like', 'biscuit']"
High Drizzle,All Questions,Make them look more like cinnamon rolls they look like cookies with frosting.,67.94,2,"['make', 'look', 'like', 'cinnamon', 'roll', 'look', 'like', 'cooky', 'frost']"
Low Drizzle,All Questions,The texture its just too chewy in my mouth.,0,2,"['texture', 'it\x92s', 'chewy', 'mouth']"
Low Drizzle,All Questions,This tastes like an under baked cookie and not a cinnamon roll. Make it taste less like dough.,61.24,1,"['taste', 'like', 'baked', 'cookie', 'cinnamon', 'roll', 'make', 'taste', 'less', 'like', 'dough']"
High Drizzle,All Questions,Make it taste less like a cookie and more like a cinnamon roll.,52.9,1,"['make', 'taste', 'less', 'like', 'cookie', 'like', 'cinnamon', 'roll']"
High Drizzle,All Questions,The icing didn't have much flavor. A cream cheese taste wouldve been nice.,42.15,5,"['ice', 'didnt', 'much', 'flavor', 'cream', 'cheese', 'taste', 'would\x92ve', 'nice']"
Low Drizzle,All Questions,"A little more icing, more flavorful icing, more cinnamon, and a roll appearance would be nice.",42.15,5,"['little', 'ice', 'flavorful', 'ice', 'cinnamon', 'roll', 'appearance', 'would', 'nice']"
Low Drizzle,All Questions,"Texture tastes too chewy and unbaked, too much like dough",36.12,2,"['texture', 'taste', 'chewy', 'unbaked', 'much', 'like', 'dough']"
High Drizzle,All Questions,Too chewy and doughy tasting to me,0,4,"['chewy', 'doughy', 'taste']"
High Drizzle,All Questions,Its much too dense like a thick chewy cookie or browny bite. A cinnamoroll should be more pastry like,61.24,3,"['it\x92s', 'much', 'dense', 'like', 'thick', 'chewy', 'cookie', 'browny', 'bite', 'cinnamoroll', 'pastry', 'like']"
Low Drizzle,All Questions,Its needs to be more of a pastry. This is like a dense chewy cookie. I really wanted the texure of a cinnamon roll and not just the flavor.  This seems like a cinnamon roll flavored cookie or scone,61.24,1,"['it\x92s', 'need', 'pastry', 'like', 'dense', 'chewy', 'cookie', 'really', 'want', 'texure', 'cinnamon', 'roll', 'flavor', 'seem', 'like', 'cinnamon', 'roll', 'flavor', 'cookie', 'scone']"
Low Drizzle,All Questions,A little too small,0,4,"['little', 'small']"
High Drizzle,All Questions,A little too small. Seems like a lot of frosting.,36.12,4,"['little', 'small', 'seem', 'like', 'lot', 'frost']"
High Drizzle,All Questions,Make it slightly larger.,0,2,"['make', 'slightly', 'large']"
Low Drizzle,All Questions,"Add more frosting!,",0,2,"['add', 'frost']"
Low Drizzle,All Questions,"The texture and lack ofswirl. I would not call this a cinnamon roll, there was no roll to it.",-54.23,1,"['texture', 'lack', 'ofswirl', 'would', 'call', 'cinnamon', 'roll', 'roll']"
High Drizzle,All Questions,The texture. It tastes like a squished muffin. It has NO SWIRL!,-18.4,2,"['texture', 'taste', 'like', 'squish', 'muffin', 'swirl']"
High Drizzle,All Questions,I think I would make it so it could be heated up and/or just more cookie-like. Meaning the texture is too dense and chewy,0,2,"['think', 'would', 'make', 'could', 'heat', 'andor', 'cookielike', 'meaning', 'texture', 'dense', 'chewy']"
Low Drizzle,All Questions,More frosting and cinnamon flavor. I did not like the texture it was too chewy. It would be better if it was crunchy and marketed as a cookie,19.99,2,"['frost', 'cinnamon', 'flavor', 'like', 'texture', 'chewy', 'would', 'better', 'crunchy', 'market', 'cookie']"
Low Drizzle,All Questions,Put a little more cinnamon,0,3,"['put', 'little', 'cinnamon']"
High Drizzle,All Questions,"Nothing. This is absolutely perfect,",61.15,5,"['nothing', 'absolutely', 'perfect']"
High Drizzle,All Questions,Less grainy texture and more cinnamon flavor,0,3,"['less', 'grainy', 'texture', 'cinnamon', 'flavor']"
Low Drizzle,All Questions,Slightly larger size would be good. Reduce count and increase size to make it seem healthier. I only had one?,63.69,5,"['slightly', 'large', 'size', 'would', 'good', 'reduce', 'count', 'increase', 'size', 'make', 'seem', 'healthy', '\x93i', 'one', '\x94']"
